title,網址,標籤,keywords
腸道力就是免疫力！「腸」保健康，全身安康,https://www.everydayhealth.com.tw//article/15975,"['養生保健', '腸道力就是免疫力', '腸胃健康', '疾病', '益生菌']","['疾病', '影響', '便祕', '飲食', '腸胃健康', '健康', '益生菌', '腸道', '腸道力就是免疫力', '養生保健']"
肩頸僵硬可能引起頭痛、暈眩！每天比「OK」轉10次就能緩解,https://www.everydayhealth.com.tw//article/15719,"['肩頸痠痛', '肩頸僵硬', '伸展操', '肩胛骨', '瑜伽']","['肩胛骨', '瑜伽', '肩頸僵硬', '僵硬', '神經', '伸展操', '肩頸痠痛', '運動', '肩頸', '肌肉']"
研究：睡前吃OO，提早45分鐘入睡、增加13％的睡眠時數,https://www.everydayhealth.com.tw//article/14733,"['壓力紓解', '睡眠', '憂鬱', '幸福', '情緒', '奇異果']","['睡眠不足', '幸福', '睡眠', '壓力紓解', '奇異果', '憂鬱', '英國', '時間', '情緒', '品質']"
眼科名醫：身體缺氧讓視力變差，1分鐘輕拍＋深蹲慢慢改善,https://www.everydayhealth.com.tw//article/4163,"['養生保健', '近視', '老花', '缺氧']","['視力', '缺氧', '近視', '今野', '養生保健', '清志', '老花', '輕拍', '胃腸']"
肩頸僵硬恐是五十肩前兆！快學開肩伸展操可預防,https://www.everydayhealth.com.tw//article/15793,"['關節疼痛', '肩頸僵硬', '五十肩', '脖子', '姿勢不良', '運動訓練']","['五十肩', '五十', '肩頸僵硬', '關節疼痛', '姿勢不良', '脖子', '伸展操', '肩關節', '運動訓練', '肩頸', '肌肉']"
不易流汗的人易中暑發胖、代謝差！汗博士一招復活汗腺,https://www.everydayhealth.com.tw//article/15792,"['養生保健', '酸梅', '排汗', '汗臭', '礦物質']","['礦物質', '排汗', '酸梅', '汗臭', '養生保健', '汗腺', '復活']"
準媽媽注意！胎兒器官發育期，遠離這些易致畸胎物質,https://www.everydayhealth.com.tw//article/15874,"['西醫醫學', '懷孕禁忌', '懷孕喝酒', '早產']","['孕婦', '懷孕喝酒', '吸菸', '早產', '西醫醫學', '胎兒', '酒精', '懷孕', '懷孕禁忌']"
指導超過2萬人，教練3式打開腿就能消除內臟脂肪堆積,https://www.everydayhealth.com.tw//article/15615,"['養生保健', '髖關節', '駝背', '伸展操', '代謝症候群', '內臟脂肪']","['髖關節', '代謝症候群', '伸展操', '內臟脂肪', '養生保健', '開腿', '訓練', '駝背', '運動', '肌肉']"
老是失眠？耳科權威賴仁淙：原來是大腦「過敏」了！,https://www.everydayhealth.com.tw//article/15764,"['西醫醫學', '失眠', '大腦', '情緒', '腸躁症', '偏頭痛']","['偏頭痛', '過敏', '腸道', '失眠', '大腦', '西醫醫學', '腸躁症', '情緒', '困難']"
脂肪肝、糖尿病…可能是腸漏！多酚修復腸道、遠離慢性發炎,https://www.everydayhealth.com.tw//article/15758,"['健康飲食', '慢性病', '薑黃', '腸漏症', '發炎', '腸道菌']","['多酚', '腸道菌', '薑黃', '慢性病', '腸漏', '腸道', '腸漏症', '發炎', '健康飲食']"
強化「腎」與「肺」的機能，就能讓代謝功能完整提升,https://www.everydayhealth.com.tw//article/15543,"['穴道導引', '代謝', '水腫', '穴道', '排毒']","['穴位', '穴道導引', '水腫', '按壓', '代謝', '排毒', '一邊', '廢物', '穴道', '正確']"
不只擦玻璃！舊報紙還可殺蟑、除臭、除濕,https://www.everydayhealth.com.tw//article/10465,"['防蚊/除蟲', '報紙', '鞋子除臭', '消滅蟑螂', '衣櫃', '除濕', '除臭']","['除臭', '防蚊/除蟲', '鞋子', '消滅蟑螂', '灰塵', '報紙', '除濕', '衣櫃', '蟑螂', '鞋子除臭']"
爬不起床、大不乾淨、長濕疹...！4警訊暴露體內濕氣過重,https://www.everydayhealth.com.tw//article/15736,"['濕氣體質', '體濕', '水腫', '排便不順暢', '疲勞']","['體濕', '疲勞', '體內', '穢濁', '陽氣', '水腫', '濕邪', '濕氣體質', '濕性', '排便不順暢']"
尿布PK賽的乾爽冠軍，讓寶寶肌膚體驗12小時極致乾爽的舒服！,https://www.everydayhealth.com.tw//article/15843,"['生活便利貼', '尿布', '寶寶']","['尿布', '乾爽', '寶寶', '生活便利貼', '屁屁', '幫寶適']"
比飲食更有效！日專家：每天走1小時，降28％失智風險,https://www.everydayhealth.com.tw//article/15652,"['養生保健', '散步', '阿茲海默症', '失智症', '睡眠品質']","['萎縮', '失智症', '失智', '養生保健', '睡眠品質', '海馬', '高齡', '散步', '運動', '阿茲海默症']"
11種抗發炎食物  遠離老化、肥胖,https://www.everydayhealth.com.tw//article/3376,"['健康飲食', '抗發炎', '身體發炎', '減重', '抗老']","['發炎', '酵素', '抗發炎', '薑黃', '身體發炎', '抗老', '抗氧化', '健康飲食', '豐富', '減重']"
落枕、閃到腰怎麼辦？2個穴位舒緩落枕、閃到腰症狀,https://www.everydayhealth.com.tw//article/15542,"['腰痠背痛', '落枕', '閃到腰', '穴道', '疼痛']","['腰痠背痛', '穴位', '落枕', '疼痛', '按壓', '穴道', '閃到腰', '閃到', '正確']"
三高患者餐前別運動！把握黃金時刻坐著扭扭腰防三高,https://www.everydayhealth.com.tw//article/15527,"['養生保健', '運動', '高血壓', '血糖', '三高']","['鍛鍊', '瑜珈', '血糖', '三高', '養生保健', '時間', '高血壓', '運動']"
經期喝咖啡阻礙鐵吸收加倍痛！吹風機輕鬆改善還助眠,https://www.everydayhealth.com.tw//article/15594,"['養生保健', '經痛/生理痛', '咖啡因', '三陰交', '喝溫水', '貧血']","['貧血', '血液循環', '體溫', '咖啡因', '經痛/生理痛', '強烈', '喝溫水', '養生保健', '三陰交', '收縮']"
酒精無法殺死腸病毒！預防感染的洗手絕招這樣做,https://www.everydayhealth.com.tw//article/11974,"['生活智慧', '免疫力', '洗手', '消毒', '腸病毒']","['肥皂', '洗手', '腸病毒', '20', '雙手', '免疫力', '消毒', '生活智慧']"
防骨鬆只補鈣，骨硬而脆弱！醫師：強骨不能沒有它,https://www.everydayhealth.com.tw//article/15603,"['養生保健', '鎂', '骨質疏鬆', '退化性關節炎', '鈣']","['補充', '骨質', '補鈣', '鈣', '疏鬆', '骨質疏鬆', '養生保健', '退化性關節炎', '攝取', '鎂']"
神奇！牙醫成功試驗：用「咬」的改善筋骨痠痛,https://www.everydayhealth.com.tw//article/15731,"['養生保健', '痠痛', '筋膜']","['咬合', '筋膜', '養生保健', '一種', '痠痛', '牙套']"
鼻塞用力擤小心中耳炎！4穴道、3對策快速通鼻塞,https://www.everydayhealth.com.tw//article/15699,"['穴道導引', '鼻塞', '穴道', '頭痛', '中耳炎', '心肺功能']","['位於', '鼻塞', '心肺功能', '穴道導引', '中耳炎', '頭痛', '鼻子', '緩解', '穴道', '鼻涕']"
睪固酮讓大腦變專心，腦科權威：健走＋午餐吃白飯！,https://www.everydayhealth.com.tw//article/15670,"['養生保健', '睪固酮', '大腦', '注意力', '飲食']","['飲食', '睪固酮', '固酮', '能夠', '注意力', '大腦', '額葉', '養生保健', '處理', '腦部']"
神奇！用一根魷魚絲鍛鍊6天，身體肌力竟年輕10歲,https://www.everydayhealth.com.tw//article/15649,"['養生保健', '舌頭', '肌力', '肌肉鍛鍊', '運動', '抗老']","['肌肉鍛鍊', '鍛鍊', '肌力', '魷魚絲', '養生保健', '抗老', '運動', '舌頭', '衰退']"
空氣是最自然的通鼻劑！牙醫教你自主改善鼻子過敏,https://www.everydayhealth.com.tw//article/15735,"['養生保健', '蛀牙', '鼻子過敏']","['膠帶', '養生保健', '蛀牙', '呼吸', '上顎', '舌頭', '鼻子過敏', '牙齒']"
養好肝解決疲勞嗜睡！日營養師推6蔬菜護肝又排毒,https://www.everydayhealth.com.tw//article/9134,"['健康飲食', '肝臟', '護肝', '排毒', '洋蔥', '花椰菜']","['加強', '花椰菜', '機能', '護肝', '腸道', '洋蔥', '排毒', '肝臟', '負擔', '健康飲食']"
假日補眠是欠債還是還債？睡前2件事讓你失智又罹癌,https://www.everydayhealth.com.tw//article/15515,"['壓力紓解', '睡眠障礙', '睡眠品質', '阿茲海默症', '癌症', '滑手機']","['睡眠障礙', '睡眠', '壓力紓解', '小時', '癌症', '時間', '滑手機', '睡眠品質', '手機', '負債', '阿茲海默症']"
肺炎是台灣第三大死因！平常這樣鍛鍊預防肺炎,https://www.everydayhealth.com.tw//article/15671,"['養生保健', '肺炎', '吸入性肺炎', '喉嚨', '吞嚥困難', '肌力訓練']","['吞嚥困難', '肌力', '喉嚨', '吞嚥', '養生保健', '30', '肌力訓練', '肺炎', '吸入性肺炎']"
日中醫院長：一天5次按壓呼氣，活化肝機能防慢性病,https://www.everydayhealth.com.tw//article/15678,"['養生保健', '肝臟', '穴道', '按摩', '護肝']","['院長', '呼氣', '機能', '護肝', '按壓', '養生保健', '穴道', '肝臟', '按摩', '中醫']"
不只能減肥，日醫學博士：爬樓梯可以預防失智症,https://www.everydayhealth.com.tw//article/4793,"['養生保健', '失智', '阿茲海默症', '減重']","['進行', '失智症', '障礙', '失智', '養生保健', '運動', '減重', '爬樓梯', '阿茲海默症']"
清爽排毒消疲勞，最適合夏季的三個調味料,https://www.everydayhealth.com.tw//article/9618,"['健康飲食', '味噌', '夏天', '排毒', '消除疲勞', '瘦身', '醋', '醬油']","['宇多川', '味噌', '黃豆', '醬油', '調味料', '醋', '久美', '消除疲勞', '排毒', '夏天', '瘦身', '健康飲食']"
老是被尿意吵醒？日研究：做1件事就能改善,https://www.everydayhealth.com.tw//article/15616,"['養生保健', '頻尿', '失眠', '少鹽']","['少鹽', '頻尿', '公克', '鹽分', '排尿', '失眠', '養生保健', '攝取', '夜間']"
新衣買回家一定要先洗去毒，三大法寶：小蘇打、白醋、檸檬酸,https://www.everydayhealth.com.tw//article/5893,"['清潔/打掃', '清洗', '小蘇打', '醋', '檸檬', '洗衣機']","['小蘇打', '洗衣機', '檸檬', '白醋', '檸檬酸', '衣服', '清潔/打掃', '清洗', '清潔', '醋']"
老化從下半身開始！1分鐘伸展，免除腰痛膝蓋痛,https://www.everydayhealth.com.tw//article/11987,"['關節疼痛', '促進血液循環', '易瘦體質', '瘦身', '退化', '髖關節', '伸展']","['下半身', '開始', '促進血液循環', '關節疼痛', '易瘦體質', '髖關節', '有助於', '瘦身', '伸展', '退化', '膝蓋']"
人瑞多B型血、O型胃癌低55％！血液專家揭血型秘密,https://www.everydayhealth.com.tw//article/15581,"['養生保健', '血型', '胃癌', '胰臟癌', '慢性病', '長壽']","['O型', '胰臟癌', '罹患', '胃癌', '養生保健', '血型', '慢性病', 'B型', '長壽']"
衣服縮水不用當抹布！達人教你用潤髮乳4步驟還原,https://www.everydayhealth.com.tw//article/15589,"['生活智慧', '洗衣', '曬衣服']","['材質', '曬衣服', '纖維', '洗衣', '衣物', '縮水', '髮乳', '生活智慧']"
想瘦就按這裡！養腎、代謝、解便秘穴位一次告訴你,https://www.everydayhealth.com.tw//article/15540,"['穴道導引', '代謝', '瘦身', '穴道', '脂肪']","['穴位', '這裡', '機能', '穴道導引', '按壓', '脂肪', '代謝', '瘦身', '穴道', '正確']"
解便祕名醫：這東西才是減肥、解便秘的王道,https://www.everydayhealth.com.tw//article/15559,"['健康飲食', '氣泡水', '喝溫水', '便祕', '大吃大喝']","['便祕', '飢餓', '喝溫水', '飲用', '氣泡水', '大吃大喝', '氣泡', '健康飲食', '開水']"
日醫手指轉圈頭皮按摩，一次解決掉髮、失眠、頭痛,https://www.everydayhealth.com.tw//article/15388,"['養生保健', '頭皮', '按摩', '掉髮', '毛囊炎', '血液循環']","['血液循環', '頭部', '頭皮', '毛囊炎', '養生保健', '按摩', '毛髮', '掉髮']"
改善高血壓症狀！日本名中醫的法寶竟是「一粒米」,https://www.everydayhealth.com.tw//article/15537,"['穴道導引', '高血壓', '穴道', '針灸', '米', '吹風機', '腎臟']","['針灸', '米', '穴位', '治療', '穴道導引', '腎臟', '吹風機', '穴道', '高血壓', '米粒']"
退熱貼有效嗎？醫師夫妻檔傳授嬰幼兒退燒居家護理妙方,https://www.everydayhealth.com.tw//article/15665,"['養生保健', '發燒', '退燒', '退熱貼']","['體溫', '痙攣', '退燒', '退熱貼', '病童', '養生保健', '發燒']"
家裡熱到變蒸籠？傍晚多做一件事就能散熱防中暑！,https://www.everydayhealth.com.tw//article/15536,"['生活智慧', '中暑', '淋浴', '多喝水']","['淋浴', '中暑', '家中', '室內', '樓層', '多喝水', '浴室', '生活智慧']"
日專家：膝蓋疼痛原來按手指穴道就可以！,https://www.everydayhealth.com.tw//article/15556,"['關節疼痛', '膝蓋', '疼痛', '指瑜伽']","['關節疼痛', '疼痛', '小指', '關節', '指瑜伽', '膝蓋', '手指', '膝眼']"
食衣住行全面做起！戰勝中年以後的大敵：腿肌肉無力,https://www.everydayhealth.com.tw//article/15660,"['養生保健', '肌肉', '骨質疏鬆']","['骨質疏鬆', '導致', '養生保健', '高齡', '運動', '肌肉', '跌倒']"
最新研究：酒量好又不易臉紅，痛風機率多2.7倍！,https://www.everydayhealth.com.tw//article/15523,"['養生保健', '痛風', '戒酒', '尿酸', '海鮮', '肝臟排毒']","['海鮮', '臉紅', '機率', '肝臟排毒', '痛風', '代謝', '養生保健', '尿酸', '戒酒']"
蛋白質影響鈣吸收？營養師聯手端補鈣、防骨鬆5對策,https://www.everydayhealth.com.tw//article/15526,"['健康飲食', '骨質疏鬆', '飲食', '鈣']","['鈣', '飲食', '蛋白質', '公克', '骨質疏鬆', '鈣質', '攝取', '健康飲食']"
扭轉虛寒體質就靠它！薏仁消腫燃脂，配ＯＯ效果加倍,https://www.everydayhealth.com.tw//article/15518,"['健康飲食', '藥膳', '虛寒', '手腳冰冷', '基礎代謝', '薏仁', '枸杞']","['薏仁', '枸杞', '手腳冰冷', '體質', '山藥', '藥膳', '基礎代謝', '代謝', '枸杞子', '健康飲食', '虛寒']"
拒當疤比、美麗不留痕,https://www.everydayhealth.com.tw//article/15621,"['生活便利貼', '傷口', '燒燙傷']","['飛宜', '凝膠', '抗疤', '燒燙傷', '生活便利貼', '專業', '傷口']"
打呼小心青光眼風險高10倍！醫師傳授自主改善2方法,https://www.everydayhealth.com.tw//article/15534,"['養生保健', '青光眼', '打呼']","['睡眠', '青光眼', '罹患', '打呼', '養生保健', '呼吸']"
運動後吃什麼好？營養師、教練聯合提案3種補給組合,https://www.everydayhealth.com.tw//article/15525,"['健康飲食', '運動', '飲食', '香蕉', '牛奶', '豆漿', '肌肉鍛鍊']","['牛奶', '肌肉鍛鍊', '補充', '飲食', '香蕉', '蛋白質', '組合', '營養師', '運動', '健康飲食', '豆漿']"
醫生建議：每年做好這件事，及早發現肺癌、心血管疾病,https://www.everydayhealth.com.tw//article/15618,"['生活便利貼', '肺腺癌', '心肺功能', '肺癌', '健康檢查']","['心肺功能', '肺腺癌', '健康檢查', '肺癌', '健康', '活動', '早安', '生活便利貼', '預約', '老爸']"
哈佛研究：每天喝這種牛奶，巴金森氏症機率高3成,https://www.everydayhealth.com.tw//article/15456,"['健康飲食', '牛奶', '腸道菌', '便祕', '大腦', '帕金森氏症']","['牛奶', '便祕', '腸道菌', '帕金森氏症', '氏症', '腸道', '巴金', '大腦', '健康飲食', '低脂']"
95年老店的不沾鍋保養祕訣！清洗的關鍵原來在熱水,https://www.everydayhealth.com.tw//article/15454,"['清潔/打掃', '不沾鍋', '去汙', '廚房清潔', '生活智慧', '家庭主婦']","['廚房清潔', '鍋具', '去汙', '飯田', '塗料', '清潔/打掃', '家庭主婦', '其實', '不沾鍋', '生活智慧']"
汽水瓶罐、打火機...5種危險物品千萬別放車內,https://www.everydayhealth.com.tw//article/5067,"['生活智慧', '中暑', '夏天', '溫度', '寶特瓶', '生活常識', '防火安全']","['溫度', '打火機', '高溫', '生活常識', '中暑', '夏天', '防火安全', '車內', '寶特瓶', '生活智慧']"
多吃蔬菜壓力少23％！3招讓你無意間大量攝取蔬菜,https://www.everydayhealth.com.tw//article/15554,"['健康飲食', '紓壓', '壓力', '壓力荷爾蒙', '飲食']","['血流量', '飲食', '紓壓', '皮質醇', '壓力', '壓力荷爾蒙', '蔬菜', '健康飲食', '攝取量']"
保住新鮮水果的營養！達人親授當令水果保存方法,https://www.everydayhealth.com.tw//article/15461,"['食物保存', '保存', '桃子', '奇異果', '芒果', '生活智慧', '夏天']","['保存', '桃子', '奇異果', '食物保存', '夏天', '維生素', '凍傷', '芒果', '生活智慧']"
一點後吃飯竟要注意心臟病？養生順應12時辰的秘密,https://www.everydayhealth.com.tw//article/15475,"['中醫養生', '中醫', '時辰', '養生']","['當值', '當令', '中醫養生', '時辰', '養生', '時間', '小腸', '中醫', '此時']"
搞懂中醫五行陰陽論！一張表看懂五行與五臟的關係,https://www.everydayhealth.com.tw//article/15274,"['中醫養生', '養生', '內臟', '五行', '中醫']","['關係', '中醫養生', '西醫', '養生', '五行', '內臟', '五臟', '中醫']"
拉拉耳朵溫熱四肢，溫敷眼睛消子宮寒氣,https://www.everydayhealth.com.tw//article/15370,"['養生保健', '眼睛疲勞', '熱敷', '耳朵', '穴道', '血液循環']","['眼睛疲勞', '血液循環', '溫敷', '熱敷', '耳朵', '眼睛', '子宮', '養生保健', '穴道']"
夏天還手腳冰冷？試試10秒折腰，1周改善還能燃脂,https://www.everydayhealth.com.tw//article/15460,"['養生保健', '腹肌', '手腳冰冷', '扭腰', '瘦腰', '燃脂']","['扭腰', '手腳', '手腳冰冷', '瘦腰', '腹肌', '腹斜', '養生保健', '燃脂', '訓練', '一邊', '運動']"
他用這招治癒自律神經失調！躺著轉身就能趕走疲勞,https://www.everydayhealth.com.tw//article/15381,"['養生保健', '消除疲勞', '腰痛', '胸椎', '腎臟', '肝臟', '肩頸痠痛']","['疲勞', '失調', '體操', '腎臟', '腰痛', '胸椎', '神經', '消除疲勞', '肩頸痠痛', '養生保健', '肝臟']"
2種人最容易被「叮」上！選對防蚊液有效預防登革熱,https://www.everydayhealth.com.tw//article/15235,"['生活便利貼', '登革熱', '防蚊', '防蚊液']","['防蚊液', '蚊蟲', '登革熱', 'DEET', '蚊液', '生活便利貼', '防蚊']"
常閃到腰、坐骨神經痛！物理治療師用這招20秒放鬆,https://www.everydayhealth.com.tw//article/15383,"['腰痠背痛', '閃到腰', '坐骨神經痛', '伸展操', '扭腰']","['腰部', '扭腰', '腰痠背痛', '伸展操', '坐骨神經痛', '坐骨神經', '閃到腰', '閃到', '肌肉', '放鬆']"
由指甲看出身體好不好！11種指甲表示健康亮紅燈,https://www.everydayhealth.com.tw//article/15280,"['養生保健', '指甲', '貧血', '蒼白', '腸胃', '肝臟']","['貧血', '蒼白', '顏色', '形狀', '判斷', '養生保健', '腸胃', '指甲', '常見於', '肝臟']"
一天兩次敲敲腳跟30下，大人小孩都能拉長身高,https://www.everydayhealth.com.tw//article/15215,"['養生保健', '長高', '增高', '腳踝', '腳跟痛', '大腦', '骨骼', '消除疲勞']","['腳踝', '骨骼', '腳跟', '長高', '消除疲勞', '大腦', '敲打', '養生保健', '腳跟痛', '30', '增高', '腦部']"
菠菜鐵質吸收率不到8％！血液科權威：改善貧血吃這些,https://www.everydayhealth.com.tw//article/15409,"['健康飲食', '鐵', '紅肉', '缺氧', '牛肉', '紫菜']","['貧血', '鐵', '牛肉', '紅肉', '缺氧', '鐵質', '缺鐵', '紫菜', '基質', '透過', '健康飲食']"
國寶女中醫莊淑旂最推長壽關鍵：每天梳頭＋米酒薑澡,https://www.everydayhealth.com.tw//article/15356,"['中醫養生', '高齡', '退化', '泡澡', '穴道', '按摩']","['泡澡', '阿娘', '中醫養生', '阿嬤', '這些', '高齡', '穴道', '退化', '按摩', '運動']"
去年熱傷害人數創6年新高！夏天這樣吃消疲勞防中暑,https://www.everydayhealth.com.tw//article/15321,"['健康飲食', '中暑', '消暑', '大蒜素', '雞胸肉', '牛磺酸']","['大蒜素', '疲勞', '蛋白質', '消暑', '牛磺酸', '中暑', '能夠', '維生素', '雞胸肉', '傷害', '健康飲食']"
體態是長壽的秘訣！研究：這種體態死亡率高1.44倍,https://www.everydayhealth.com.tw//article/15512,"['對抗老化', '體態', '核心肌群', '運動', '駝背']","['大衛', '肌群', '體態', '核心肌群', '對抗老化', '駝背', '運動', '1.44', '長壽']"
營養師實證有效緩孕吐！就喝薑棗茶、檸檬水和這碗,https://www.everydayhealth.com.tw//article/15173,"['健康飲食', '懷孕', '孕吐', '白蘿蔔', '干貝', '粥']","['干貝', '嚴重', '孕吐', '噁心', '嘔吐', '白蘿蔔', '健康飲食', '懷孕', '粥']"
便秘可能是缺「鎂」！3大茶飲幫你排宿便,https://www.everydayhealth.com.tw//article/6247,"['健康飲食', '便祕', '牛蒡', '腸胃健康', '茶', '鎂', '食物纖維']","['礦物質', '便祕', '便秘', '腸胃健康', '纖維', '牛蒡', '食物纖維', '腸道', '茶', '健康飲食', '鎂']"
血管老、人就老！日本名醫教你轉轉脖子防血栓,https://www.everydayhealth.com.tw//article/15245,"['養生保健', '血管', '肩頸僵硬', '運動', '促進血液循環', '自律神經', '飲食']","['血液循環', '自律神經', '血管', '肩頸僵硬', '促進血液循環', '飲食', '頸部', '變差', '養生保健', '內皮細胞', '運動']"
米蟲25天就繁衍一代！驅米蟲又能防黴菌竟是它？,https://www.everydayhealth.com.tw//article/15105,"['防蚊/除蟲', '米', '生活智慧', '保存', '辣椒', '大蒜']","['高溫', '開始', '米', '保存', '防蚊/除蟲', '米蟲', '辣椒', '大蒜', '環境', '許多', '生活智慧']"
半夜常被痛醒！每天2分鐘扶牆運動，擺脫腳抽筋,https://www.everydayhealth.com.tw//article/13415,"['養生保健', '抽筋', '腳抽筋', '小腿肌', '血液循環']","['血液循環', '腳抽筋', '小腿', '小腿肌', '收縮', '養生保健', '抽筋', '肌肉', '腿部']"
擁有3種「自主」，自在享受老後年華！,https://www.everydayhealth.com.tw//article/15449,"['其他身心健康', '老化']","['定義', '老年', '自主', '其他身心健康', '老人', '老化']"
親子活動意外不留疤,https://www.everydayhealth.com.tw//article/15369,"['生活便利貼', '傷口', '戶外活動']","['戶外活動', '飛宜', '癒合', '凝膠', '生活便利貼', '傷口', '疤痕']"
水腫其實是補水不夠！勤按3穴位順循環就能消腫,https://www.everydayhealth.com.tw//article/15451,"['穴道導引', '消水腫', '脫水', '穴道按摩', '中暑', '腎經']","['消水腫', '由樹', '穴道導引', '中暑', '水腫', '脫水', '代謝', '穴道', '穴道按摩', '腎經', '水分']"
一次強健肝腎脾胃！中醫師教你動動腳踝輕鬆降血壓,https://www.everydayhealth.com.tw//article/2754,"['中醫養生', '高血壓', '腳踝', '血氣運行', '中醫']","['進行', '腳踝', '轉動', '中醫養生', '血氣運行', '高血壓', '中醫']"
節電！炎夏不想整天開冷氣，3個方法幫你聰明降溫4℃,https://www.everydayhealth.com.tw//article/14427,"['省電', '夏天', '降溫', '居家']","['省電', '窗簾', '空間', '降溫', '夏天', '遮光', '達到', '居家']"
睡前30秒瑜珈重整卵巢子宮，改善頻尿經痛,https://www.everydayhealth.com.tw//article/13477,"['經痛/生理痛', '經痛', '更年期', '頻尿']","['更年期', '頻尿', '經痛/生理痛', '瑜珈', '荷爾蒙', '骨盆', '生理', '經痛', '周圍']"
受夠萬年便秘！日本腸道權威推緩和式仰臥起坐,https://www.everydayhealth.com.tw//article/2130,"['養生保健', '便祕', '按摩', '腹肌', '減重', '運動']","['仰臥起坐', '便祕', '排便', '腸道', '腹肌', '腹部', '養生保健', '按摩', '運動', '減重']"
莊淑旂博士：紅燒、糖醋是健康隱形殺手！原因竟是....,https://www.everydayhealth.com.tw//article/15363,"['健康飲食', '莊淑旂', '自律神經失調', '咀嚼', '助消化', '大腦']","['食物', '自律神經失調', '阿娘', '咀嚼', '助消化', '神經', '東西', '莊淑旂', '大腦', '健康飲食']"
日中醫：女性的健康與美麗關鍵，全靠「子宮力」！,https://www.everydayhealth.com.tw//article/15367,"['養生保健', '子宮', '卵巢', '大腦', '女性荷爾蒙', '更年期', '不孕', '經痛']","['女性荷爾蒙', '更年期', '子宮', '濾泡', '卵巢', '女性', '不孕', '生理期', '荷爾蒙', '大腦', '養生保健', '經痛']"
寶寶趴睡顧頭型？善用枕頭、適時翻身更重要！,https://www.everydayhealth.com.tw//article/15333,"['養生保健', '嬰兒', '睡姿', '趴睡', '側睡', '枕頭']","['枕頭', '寶寶', '養生保健', '側睡', '趴睡', '睡姿', '嬰兒', '爸爸媽媽']"
掌握黃金MIC，創造工作與照護雙贏！,https://www.everydayhealth.com.tw//article/15311,"['銀髮族健康/長期照護', '照護', '老年照護']","['母親', '決定', '放手', '照護', '人生', '老年照護', '銀髮族健康/長期照護']"
20歲後肌肉開始流失！奧運隊醫教你睡前躺著練肌力,https://www.everydayhealth.com.tw//article/15385,"['養生保健', '大腿', '髖關節', '肌肉鍛鍊', '骨折']","['肌肉鍛鍊', '下半身', '開始', '骨折', '髖關節', '四頭', '養生保健', '運動', '肌肉', '大腿']"
台大癌醫中心將引進質子治療，抗癌不傷正常細胞！,https://www.everydayhealth.com.tw//article/15428,"['生活便利貼', '乳癌', '大腸癌', '抗癌', '子宮頸癌', '癌症', '肝癌', '郭台銘']","['大腸癌', '質子', '癌醫', '肝癌', '乳癌', '治療', '子宮頸癌', '癌症', '生活便利貼', '郭台銘', '抗癌', '永齡', '臺大']"
3步驟有效改善五十肩！3組小運動讓肩關節不卡卡,https://www.everydayhealth.com.tw//article/15335,"['關節疼痛', '五十肩', '肌肉鍛鍊', '肩關節', '發炎', '伸展', '運動', '治療']","['肌肉鍛鍊', '五十肩', '五十', '手臂', '關節疼痛', '治療', '活動', '關節', '伸展', '肩關節', '發炎', '運動']"
駝背骨盆歪？日醫學博士教你一條毛巾治駝背,https://www.everydayhealth.com.tw//article/15353,"['養生保健', '駝背', '姿勢不良', '毛巾', '肩頸僵硬', '骨盆', '肩胛骨']","['肩胛骨', '姿勢', '肩頸僵硬', '毛巾', '浴巾', '障礙', '姿勢不良', '養生保健', '骨盆', '駝背', '牆壁']"
失禁長輩的外出神器！方便行動享樂齡,https://www.everydayhealth.com.tw//article/15307,"['生活便利貼', '尿失禁', '尿布', '紙尿褲', '漏尿']","['紙尿褲', '尿布', '漏尿', '長輩', '尿失禁', '外出', '生活便利貼', '困擾']"
早晨起床6分鐘！把握減壓、產生能量的關鍵時刻,https://www.everydayhealth.com.tw//article/15407,"['壓力紓解', '冥想', '運動', '紓壓']","['冥想', '紓壓', '壓力紓解', '壓力', '六分鐘', '時間', '奇蹟', '運動', '分鐘']"
溫檸檬水帶給身體超棒變化，但有一種人這時不要喝！,https://www.everydayhealth.com.tw//article/15225,"['健康飲食', '檸檬水', '檸檬水做法', '抗氧化', '降血壓', '免疫力', '腸道', '排毒', '防癌']","['防癌', '鹼性', '檸檬水', '檸檬', '腸道', '排毒', '維生素', '檸檬皮', '抗氧化', '免疫力', '健康飲食', '檸檬水做法', '降血壓']"
日營養師：黑豆等5茶飲消便祕，溫溫喝順順解,https://www.everydayhealth.com.tw//article/15303,"['健康飲食', '黑豆茶', '牛蒡', '便祕', '兒茶素', '腸道菌', '腸胃蠕動']","['便祕', '腸道菌', '便秘', '飲用', '營養師', '兒茶素', '牛蒡', '能夠', '腸胃', '腸胃蠕動', '健康飲食', '黑豆茶']"
紫外線造成掉髮、免疫力低下！酪梨等3食材助細胞抗老,https://www.everydayhealth.com.tw//article/15240,"['健康飲食', '掉髮', '白髮', '酪梨', '紅椒', '番茄', '紫外線', '抗老']","['番茄', '導致', '白髮', '紅椒', '紫外線', '抗老', '皮膚', '酪梨', '健康飲食', '細胞', '掉髮']"
